SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE,distance_to_bart_miles,within_0_5_miles_bart,distance_to_quality_school_miles,nearest_quality_school_name,nearest_quality_school_quality_distance,nearest_quality_school_quality_level,within_2_miles_quality_school,within_0_5_mile_quality_school,within_1_mile_quality_school,price_num,grade,holc_grade,holc_color,is_HOLC_A,is_HOLC_B,is_HOLC_C,is_HOLC_D,is_HOLC_red,sale_date,sale_year,year_built,sale_year_num,age_at_sale,dist_to_grocery_miles,dist_to_retail_dining_miles,dist_to_shopping_center_miles,dist_to_hiking_miles,dist_to_waterfront_miles,dist_to_employer_industrial_miles,dist_to_employer_pixar_miles,dist_to_employer_downtown_miles,dist_to_employer_college_miles,zip_code
PAST SALE,November-12-2021,Townhouse,9778 Elmview Dr,Oakland,CA,94603,525000,3,2,OAKLAND,1252,1300,1984,NA,419,331,Sold,NA,NA,https://www.redfin.com/CA/Oakland/9778-Elmview-Dr-94603/home/594518,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40969461,N,Y,37.749707,-122.15985,1.9298259235200221,0,0.18074194849668998,Francophone Charter School Of Oakland,10.1,4,1,1,1,525000,C,C,yellow,0,0,1,0,0,2021-11-12,2021,1984,2021,37,2.331174996037154,6.077232436203377,3.860370343541217,4.3736390042154865,7.082240979444634,3.3294632329414187,8.864790011437352,7.002889243824966,9.902322360785016,94603
PAST SALE,May-25-2021,Townhouse,184 City Limits Cir,Emeryville,CA,94608,950000,2,1.5,NOBE,1033,NA,2005,NA,920,246,Sold,NA,NA,https://www.redfin.com/CA/Emeryville/184-City-Limits-Cir-94608/home/2111928,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40947257,N,Y,37.848962,-122.287805,1.0032636973340954,0,1.5819334482943157,Peralta Elementary,34.25,4,1,0,0,950000,D,D,red,0,0,0,1,1,2021-05-25,2021,2005,2021,16,1.635574413627238,1.668740075938935,1.0894661530392675,4.020056409178173,3.79135173534724,3.0702268765500036,1.1477081798286042,3.0640922184254684,2.1018449307299263,94608
PAST SALE,August-23-2021,Townhouse,8 Sereno Cir,Oakland,CA,94619,985000,2,2,OAKLAND,1220,2349,1972,NA,807,353,Sold,NA,NA,https://www.redfin.com/CA/Oakland/8-Sereno-Cir-94619/home/1564199,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40958697,N,Y,37.7952679,-122.1763886,2.9650932882622065,0,0.5532627467739806,Redwood Heights Elementary,41,5,1,0,1,985000,C,C,yellow,0,0,1,0,0,2021-08-23,2021,1972,2021,49,3.8388966574570063,2.931532783716272,5.711806967819833,1.1182433579429978,5.4535187715764355,5.585811748849133,6.402004601774456,4.8760643302224915,6.843847667694254,94619
PAST SALE,October-7-2022,Townhouse,14 Anair Way,Oakland,CA,94605,755000,3,2.5,MACARTHUR HEIGHT,1478,1242,1982,NA,511,382,Sold,NA,NA,https://www.redfin.com/CA/Oakland/14-Anair-Way-94605/home/597535,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41007503,N,Y,37.7502676,-122.1551447,1.9916298331725915,0,0.13955209523742024,Francophone Charter School Of Oakland,10.1,4,1,1,1,755000,C,C,yellow,0,0,1,0,0,2022-10-07,2022,1982,2022,40,2.5050589966891184,6.164690671152395,3.781245331941575,4.428793246007697,7.297374296169155,3.550447485870405,9.037814923650158,7.19138120165921,10.013665066160218,94605
PAST SALE,June-29-2021,Townhouse,1 Schooner Hl,Oakland,CA,94618,1500000,3,2.5,HILLER HIGHLANDS,2238,1711,1995,NA,670,233,Sold,NA,NA,https://www.redfin.com/CA/Oakland/1-Schooner-Hl-94618/home/1042304,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40951479,N,Y,37.856408,-122.2270544,1.5497870931000988,0,0.9527019820014468,Chabot Elementary,40.9,4,1,0,1,1500000,A,A,green,1,0,0,0,0,2021-06-29,2021,1995,2021,26,1.5836143270357057,1.4753733932572508,3.8729488139401442,0.7260184471927377,5.030373946118375,5.053885307377908,3.4985868702872547,3.860876570920049,1.983257535271466,94618
PAST SALE,November-10-2021,Townhouse,6290 Rocky Point Ct,Oakland,CA,94605,975000,4,3,OAKLAND HILLS,2312,2735,2011,NA,422,426,Sold,NA,NA,https://www.redfin.com/CA/Oakland/6290-Rocky-Point-Ct-94605/home/22677407,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40967054,N,Y,37.7788323,-122.1625672,2.5546472084914473,0,1.3004903403060757,Oakland Unity High,0.6999999999999993,4,1,0,0,975000,NA,NA,NA,0,0,0,0,0,2021-11-10,2021,2011,2021,10,4.145430632654957,4.290159273837055,5.763257941684048,2.4792586370906036,6.306634963037785,4.82681459711662,7.586921967016308,5.914755460603625,8.19680878767739,94605
PAST SALE,May-19-2023,Townhouse,520 Henry St,Oakland,CA,94607,648000,2,2,PRESCOTT,1079,1240,2007,NA,601,NA,Sold,NA,NA,https://www.redfin.com/CA/Oakland/520-Henry-St-94607/home/17186025,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41024069,N,Y,37.8050046,-122.2968547,0.09282569598729346,1,1.2097051963020438,Yu Ming Charter,91.65,5,1,0,0,648000,D,D,red,0,0,0,1,1,2023-05-19,2023,2007,2023,16,2.0501966239045877,2.713664645418102,1.415963914893306,5.606696036234509,1.3247437278048586,0.11812598088266599,2.0421016860873924,1.6594940964995915,4.9035329616085805,94607
PAST SALE,February-17-2021,Townhouse,6508 Bayview Dr,Oakland,CA,94605,970000,4,3,OAKLAND HILLS,2468,2279,2015,NA,393,430,Sold,NA,NA,https://www.redfin.com/CA/Oakland/6508-Bayview-Dr-94605/home/22646089,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40934876,N,Y,37.778842,-122.1615884,2.594547569427537,0,1.3521783926466981,Oakland Unity High,0.6999999999999993,4,1,0,0,970000,NA,NA,NA,0,0,0,0,0,2021-02-17,2021,2015,2021,6,4.159999907729301,4.32246145043519,5.7458468252626345,2.506859652351351,6.359142147289271,4.8535880117219845,7.633209481016601,5.964617056523907,8.230841645033593,94605
PAST SALE,November-13-2020,Townhouse,59 Shadow Mtn,Oakland,CA,94605,790000,3,2.5,SEQUOYAH HEIGHTS,1757,2939,1977,NA,450,455,Sold,NA,NA,https://www.redfin.com/CA/Oakland/59-Shadow-Mtn-94605/home/1700149,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40923619,N,Y,37.7651451,-122.1278506,3.493763050784742,0,1.8689108418365512,Francophone Charter School Of Oakland,10.1,4,1,0,0,790000,NA,NA,NA,0,0,0,0,0,2020-11-13,2020,1977,2020,43,4.2537977262873445,6.264995106696615,4.4716827791678515,4.418591115564251,8.361024016492319,5.357504107161729,9.70361776054644,8.025049060932277,10.176387912436994,94605
PAST SALE,NA,Townhouse,1500 Adeline St,Oakland,CA,94607,710000,3,3,NA,1300,1530,1996,NA,546,NA,NA,NA,NA,https://www.redfin.com/CA/Oakland/1500-Adeline-St-94607/home/1094745,NA,NA,N,Y,37.810253,-122.2854257,0.647975863023489,0,0.5763526003992108,Yu Ming Charter,91.65,5,1,0,1,710000,D,D,red,0,0,0,1,1,NA,NA,1996,NA,NA,1.3628249998757822,2.0533688089720457,1.4926778370474814,4.890242214611201,1.1756874055224735,0.6285079802055659,1.5518482200877475,1.0417926670331434,4.33393699313011,94607
PAST SALE,April-25-2022,Townhouse,367 Vernon St #2,Oakland,CA,94610,875000,2,1,ADAMS POINT,1078,NA,1947,NA,812,405,Sold,NA,NA,https://www.redfin.com/CA/Oakland/367-Vernon-St-94610/unit-2/home/1575422,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40987243,N,Y,37.8159294,-122.2553003,0.8917939347417764,0,1.0075520655308028,Cleveland Elementary,17.25,4,1,0,0,875000,C,C,yellow,0,0,1,0,0,2022-04-25,2022,1947,2022,75,0.3548224018339222,0.505421302990299,2.321770197067843,3.417410201541011,1.8524910523722578,1.8949830388086095,1.9337801177138192,0.6872863173095881,3.7092221885167858,94610
PAST SALE,March-13-2023,Townhouse,3913 Cerrito Ave,Oakland,CA,94611,1090000,2,2,PIEDMONT AVENUE,1166,831,2001,NA,935,590,Sold,NA,NA,https://www.redfin.com/CA/Oakland/3913-Cerrito-Ave-94611/home/1381209,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41018430,N,Y,37.826523,-122.255872,0.6358664851322383,0,1.5536183939529966,Yu Ming Charter,91.65,5,1,0,0,1090000,C,C,yellow,0,0,1,0,0,2023-03-13,2023,2001,2023,22,0.8206684438266202,0.6841146615988147,2.022140338777928,2.9275757114069556,2.455365366581375,2.467288734366709,1.576644535324549,1.304800880966898,2.9767507610850923,94611
PAST SALE,July-26-2021,Townhouse,88 Clarewood Ln,Oakland,CA,94618,1600000,3,3,ROCKRIDGE,2553,2013,1966,NA,627,685,Sold,NA,NA,https://www.redfin.com/CA/Oakland/88-Clarewood-Ln-94618/home/1224610,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40956139,N,Y,37.8379443,-122.232684,1.1197399637978012,0,0.1728745040477272,Hillcrest,46.35,4,1,1,1,1600000,B,B,blue,0,1,0,0,0,2021-07-26,2021,1966,2021,55,1.2074409171053304,1.3063323435810859,3.2430865598162764,1.460806269241556,3.8112460698428072,3.851935908807507,2.8072935642108416,2.644222148119001,2.6234933533981173,94618
PAST SALE,April-8-2021,Townhouse,3715 Maybelle Ave Unit B,Oakland,CA,94619,700000,2,2.5,LAUREL DISTRICT,1172,NA,2005,NA,597,369,Sold,NA,NA,https://www.redfin.com/CA/Oakland/3715-Maybelle-Ave-94619/unit-B/home/1238612,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40939838,N,Y,37.7903234,-122.1942078,1.9532361417927802,0,0.6372264977803238,Redwood Heights Elementary,41,5,1,0,1,700000,C,C,yellow,0,0,1,0,0,2021-04-08,2021,2005,2021,16,3.0458399842142705,2.7523784219463936,4.72337401403838,1.3959913952366403,4.491601104724838,4.635090962357715,5.694015155729065,4.02074946302663,6.5266060207788446,94619
PAST SALE,March-15-2022,Townhouse,185 Samaria Ln,Oakland,CA,94619,1130000,2,2.5,REDWOOD HEIGHTS,1368,1365,1987,NA,826,290,Sold,NA,NA,https://www.redfin.com/CA/Oakland/185-Samaria-Ln-94619/home/1078154,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40980252,N,Y,37.7973851,-122.1768445,3.015877075969822,0,0.5144995069552466,Redwood Heights Elementary,41,5,1,0,1,1130000,NA,NA,NA,0,0,0,0,0,2022-03-15,2022,1987,2022,35,3.778981738449064,2.8037717743074126,5.699957013298042,0.9789336703426614,5.431296676697571,5.5687533698847025,6.32132046439891,4.825559471769363,6.718138708547477,94619
PAST SALE,December-11-2020,Townhouse,39 Teralynn Ct,Oakland,CA,94619,768000,2,2.5,REDWOOD HILLS,1368,1350,1984,NA,561,217,Sold,NA,NA,https://www.redfin.com/CA/Oakland/39-Teralynn-Ct-94619/home/843053,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40927475,N,Y,37.797325,-122.1783822,2.9420446868607213,0,0.4304463421304494,Redwood Heights Elementary,41,5,1,1,1,768000,NA,NA,NA,0,0,0,0,0,2020-12-11,2020,1984,2020,36,3.6982396268127298,2.7526311569514648,5.616017166739066,0.9418391773031366,5.3472542071344575,5.484735358335504,6.245589987258862,4.743450040880507,6.665267836798871,94619
PAST SALE,March-22-2021,Townhouse,3 Schooner Hl,Oakland,CA,94618,1455000,3,2.5,HILLER HIGHLANDS,2092,1653,1995,NA,696,233,Sold,NA,NA,https://www.redfin.com/CA/Oakland/3-Schooner-Hl-94618/home/2014071,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40940813,N,Y,37.856454,-122.2270032,1.5538262548635333,0,0.9565666514411052,Chabot Elementary,40.9,4,1,0,1,1455000,A,A,green,1,0,0,0,0,2021-03-22,2021,1995,2021,26,1.5875808604553787,1.479119323936864,3.876795992229748,0.7242867594378061,5.034552869268098,5.058082188308539,3.502543848080274,3.8650465044999662,1.9842945638890335,94618
PAST SALE,May-27-2022,Townhouse,8 Covent Ln,Emeryville,CA,94608,675000,2,1.5,WEST OAKLAND,1135,728,2005,NA,595,255,Sold,NA,NA,https://www.redfin.com/CA/Emeryville/8-Covent-Ln-94608/home/17187308,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40990358,N,Y,37.821953,-122.2884738,1.2343448572275386,0,0.42271528766072214,Yu Ming Charter,91.65,5,1,1,1,675000,D,D,red,0,0,0,1,1,2022-05-27,2022,2005,2022,17,1.633902263309287,1.6226672864672818,0.8202668636824585,4.5903217873382145,1.9875237240402726,1.228848133627519,0.7851674047471099,1.5499542527826349,3.649099419647832,94608
PAST SALE,May-5-2021,Townhouse,62 City Limits Cir,Emeryville,CA,94608,951000,2,2.5,NOBE,1142,NA,2005,NA,833,270,Sold,NA,NA,https://www.redfin.com/CA/Emeryville/62-City-Limits-Cir-94608/home/2111878,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40944625,N,Y,37.849237,-122.288553,1.0384526245925485,0,1.6228508601491223,Peralta Elementary,34.25,4,1,0,0,951000,D,D,red,0,0,0,1,1,2021-05-05,2021,2005,2021,16,1.6804870203316302,1.7128205683335769,1.1006740666185881,4.059373369825345,3.817046968394902,3.084379797706719,1.1748803173510232,3.098711978230434,2.1194938711440963,94608
PAST SALE,August-5-2021,Townhouse,22 Anair Way,Oakland,CA,94605,705000,3,2.5,ANAIR,1478,1242,1982,NA,477,376,Sold,NA,NA,https://www.redfin.com/CA/Oakland/22-Anair-Way-94605/home/597543,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40954860,N,Y,37.749998,-122.154965,1.974774194599545,0,0.1582456374698151,Francophone Charter School Of Oakland,10.1,4,1,1,1,705000,C,C,yellow,0,0,1,0,0,2021-08-05,2021,1982,2021,39,2.4957198724986296,6.185739010925631,3.7602256300752557,4.449759098073715,7.314156589811955,3.546332962236971,9.057183560857295,7.209984666924625,10.034573073940624,94605
PAST SALE,March-16-2022,Townhouse,9737 Elmview Dr,Oakland,CA,94603,540000,3,1.5,LAS PALMAS,1252,1281,1984,NA,431,340,Sold,NA,NA,https://www.redfin.com/CA/Oakland/9737-Elmview-Dr-94603/home/945081,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40981311,N,Y,37.7500021,-122.1606627,1.947008849785423,0,0.2068931764863646,Francophone Charter School Of Oakland,10.1,4,1,1,1,540000,C,C,yellow,0,0,1,0,0,2022-03-16,2022,1984,2022,38,2.3262256423085037,6.038941830502502,3.899400800336758,4.339949431151978,7.0334006970682195,3.3100306700315527,8.817756329379792,6.954938491098134,9.860959853823406,94603
PAST SALE,July-20-2021,Townhouse,388 51st St,Oakland,CA,94609,1175000,2,1.5,TEMESCAL/R.RIDGE,1246,3256,1987,NA,943,325,Sold,NA,NA,https://www.redfin.com/CA/Oakland/388-51st-St-94609/home/1455836,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40953712,N,Y,37.8367739,-122.2571006,0.6344799292627874,0,0.847343806820781,Peralta Elementary,34.25,4,1,0,1,1175000,C,C,yellow,0,0,1,0,0,2021-07-20,2021,1987,2021,34,0.24899575694060633,0.37477356766968767,1.9095706400884402,2.5991868378239418,3.079826331078442,3.0121202248705035,1.478610021994678,1.9711546701767393,2.265724637020895,94609
PAST SALE,May-21-2021,Townhouse,6466 Bayview Dr,Oakland,CA,94605,1210000,4,3,LEONA HEIGHTS,2349,2061,2013,NA,515,430,Sold,NA,NA,https://www.redfin.com/CA/Oakland/6466-Bayview-Dr-94605/home/22671271,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40945491,N,Y,37.7800068,-122.1632738,2.5829492118606994,0,1.2885021258595448,Oakland Unity High,0.6999999999999993,4,1,0,0,1210000,NA,NA,NA,0,0,0,0,0,2021-05-21,2021,2013,2021,8,4.214489531225918,4.202367193017706,5.852715095394163,2.389885972717391,6.254787866061178,4.879551228978685,7.513647365791361,5.850518148587964,8.10991876944671,94605
PAST SALE,March-20-2023,Townhouse,91 City Limits Cir,Emeryville,CA,94608,880000,2,2.5,NOBE,1151,2397,2005,NA,765,300,Sold,NA,NA,https://www.redfin.com/CA/Emeryville/91-City-Limits-Cir-94608/home/2111902,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41019423,N,Y,37.8491969,-122.288197,1.0201549971919264,0,1.603399404625846,Peralta Elementary,34.25,4,1,0,0,880000,D,D,red,0,0,0,1,1,2023-03-20,2023,2005,2023,18,1.6621465448627175,1.6955875111941274,1.1012915339726768,4.040194963496279,3.810952975192976,3.0838005844551577,1.1679411706187715,3.0878729293122813,2.10680719974921,94608
PAST SALE,September-13-2021,Townhouse,1879 Grand View Dr,Oakland,CA,94618,1250000,3,3,HILLER HIGHLANDS,1873,2072,1993,NA,667,380,Sold,NA,NA,https://www.redfin.com/CA/Oakland/1879-Grand-View-Dr-94618/home/1671999,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40961659,N,Y,37.8556128,-122.2270084,1.5241173979914409,0,0.9334932711615863,Chabot Elementary,40.9,4,1,0,1,1250000,A,A,green,1,0,0,0,0,2021-09-13,2021,1993,2021,28,1.5605707052882856,1.4590131726960407,3.8531639152373645,0.7094509014033218,4.98536682000168,5.00984783198525,3.4754182419412274,3.8154882200862463,2.0111547082345305,94618
PAST SALE,May-11-2023,Townhouse,6120 Old Quarry Loop #5101,Oakland,CA,94605,730000,3,2.5,Oakland Zip 94605,1390,13939,2009,NA,525,579,Sold,NA,NA,https://www.redfin.com/CA/Oakland/6120-Old-Quarry-Loop-94605/unit-5101/home/17186262,San Francisco MLS,423731570,N,Y,37.779218,-122.165682,2.4517644454439815,0,1.1463308667876264,Oakland Unity High,0.6999999999999993,4,1,0,0,730000,NA,NA,NA,0,0,0,0,0,2023-05-11,2023,2009,2023,14,4.13147328586459,4.166919973187828,5.848366676158338,2.3718185038700943,6.134501596606141,4.77022103935952,7.425888002874838,5.7462032282519555,8.067614240622984,94605
PAST SALE,May-10-2024,Townhouse,191 Uptown Cir,Oakland,CA,94607,790000,3,3,WEST OAKLAND,1546,129453,2020,NA,511,186,Sold,NA,NA,https://www.redfin.com/CA/Oakland/191-Uptown-Cir-94607/home/167188492,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41054747,N,Y,37.8152275,-122.2801662,0.7819115895843965,0,0.2385986075727853,Yu Ming Charter,91.65,5,1,1,1,790000,D,D,red,0,0,0,1,1,2024-05-10,2024,2020,2024,4,1.0716895219986073,1.617043288406538,1.4157483932045558,4.4542882428061175,1.4238556482989515,1.0687875820750463,1.2205453042937107,0.9067449020503431,3.9183667691065636,94607
PAST SALE,September-23-2021,Townhouse,111 Shadow Mtn,Oakland,CA,94605,1086000,3,2.5,SEQUOYAH HEIGHTS,1757,4086,1977,NA,618,478,Sold,NA,NA,https://www.redfin.com/CA/Oakland/111-Shadow-Mtn-94605/home/1619310,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40963827,N,Y,37.764159,-122.127217,3.453763581271237,0,1.8655483110343172,Francophone Charter School Of Oakland,10.1,4,1,0,0,1086000,NA,NA,NA,0,0,0,0,0,2021-09-23,2021,1977,2021,44,4.22938025927108,6.337232965687526,4.40313478798851,4.490854098835763,8.411540712989249,5.343822012804665,9.76685289398849,8.082909630684002,10.249131385458744,94605
PAST SALE,January-6-2021,Townhouse,1431 Prescott St,Oakland,CA,94607,755000,2,2.5,PRESCOTT,1459,NA,2017,NA,517,162,Sold,NA,NA,https://www.redfin.com/CA/Oakland/1431-Prescott-St-94607/home/112885498,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40930910,N,Y,37.814417,-122.29825,0.6797040173159501,0,0.9079809499766124,Yu Ming Charter,91.65,5,1,0,1,755000,D,D,red,0,0,0,1,1,2021-01-06,2021,2017,2021,4,2.050635594885089,2.356948621801341,1.365392848618024,5.310703697359058,1.807539775299956,0.6881255663548127,1.4905967344795514,1.7885814838083745,4.357352193724703,94607
PAST SALE,April-19-2022,Townhouse,6478 Bayview Dr,Oakland,CA,94605,1181000,4,3,OAKLAND HILLS,2166,2318,2013,NA,545,495,Sold,NA,NA,https://www.redfin.com/CA/Oakland/6478-Bayview-Dr-94605/home/22671044,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40984182,N,Y,37.779716,-122.1626791,2.59214136171384,0,1.3126238714231941,Oakland Unity High,0.6999999999999993,4,1,0,0,1181000,NA,NA,NA,0,0,0,0,0,2022-04-19,2022,2013,2022,9,4.2029784812768165,4.238185343068757,5.822749080167395,2.4240464171200222,6.29014468761539,4.877341784598234,7.551793088788293,5.887898835859146,8.146251930023954,94605
PAST SALE,February-26-2021,Townhouse,67 Turtle Creek St,Oakland,CA,94605,865000,3,2.5,SEQUOYAH HEIGHTS,1636,2185,1977,NA,529,478,Sold,NA,NA,https://www.redfin.com/CA/Oakland/67-Turtle-Creek-St-94605/home/1881339,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40935545,N,Y,37.766836,-122.13035,3.5281289153320037,0,1.8189095060293288,Francophone Charter School Of Oakland,10.1,4,1,0,0,865000,B,B,blue,0,1,0,0,0,2021-02-26,2021,1977,2021,44,4.246956032886327,6.085629719632648,4.5926480678314485,4.239231807167475,8.200329193013273,5.3236715733892215,9.527783563106999,7.854806980272488,9.997295344629952,94605
PAST SALE,August-9-2023,Townhouse,8 Moss Ln,Emeryville,CA,94608,740000,2,2,OAKLAND WEST,1350,728,2005,NA,548,306,Sold,NA,NA,https://www.redfin.com/CA/Emeryville/8-Moss-Ln-94608/home/17187257,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41032860,N,Y,37.8219058,-122.2881664,1.236308144335112,0,0.4074915875230533,Yu Ming Charter,91.65,5,1,1,1,740000,D,D,red,0,0,0,1,1,2023-08-09,2023,2005,2023,18,1.6171278612609048,1.610261734446929,0.8273618406942116,4.577091691399874,1.9788820861816787,1.2304713528336455,0.7828527104057178,1.5349878838779119,3.6447831586459714,94608
PAST SALE,May-26-2021,Townhouse,34 Turtle Creek St,Oakland,CA,94605,900000,3,2.5,SEQUOYAH HEIGHTS,1636,2242,1977,NA,550,478,Sold,NA,NA,https://www.redfin.com/CA/Oakland/34-Turtle-Creek-St-94605/home/1063866,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40947259,N,Y,37.7671433,-122.1298359,3.5601135683867677,0,1.8541067785721084,Francophone Charter School Of Oakland,10.1,4,1,0,0,900000,B,B,blue,0,1,0,0,0,2021-05-26,2021,1977,2021,44,4.281473321086232,6.0911689779541,4.61267929923125,4.2447811289626625,8.222627445816157,5.358843227586382,9.542346987896744,7.873108086426796,10.002048397106803,94605
PAST SALE,February-25-2021,Townhouse,57 Spy Glass Hl,Oakland,CA,94618,1151057,3,2.5,HILLER HIGHLANDS,2084,1479,1994,NA,552,518,Sold,NA,NA,https://www.redfin.com/CA/Oakland/57-Spy-Glass-Hl-94618/home/631920,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40936074,N,Y,37.853144,-122.228693,1.3639899943729437,0,0.7953997992681792,Chabot Elementary,40.9,4,1,0,1,1151057,NA,NA,NA,0,0,0,0,0,2021-02-25,2021,1994,2021,27,1.4067114340926126,1.3233930006889316,3.70320144251734,0.7838092538751754,4.792183576069341,4.817215130400649,3.317686383537394,3.6221512427647933,2.0212279620221305,94618
PAST SALE,September-1-2023,Townhouse,6158 Old Quarry Loop,Oakland,CA,94605,730000,2,2.5,EAST OAKL HILLS,1596,13904,2007,NA,457,580,Sold,NA,NA,https://www.redfin.com/CA/Oakland/6158-Old-Quarry-Loop-94605/home/22808932,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41033028,N,Y,37.778642,-122.164771,2.4585153561247504,0,1.1812767764948242,Oakland Unity High,0.6999999999999993,4,1,0,0,730000,NA,NA,NA,0,0,0,0,0,2023-09-01,2023,2007,2023,16,4.103648658920558,4.228388146791777,5.793215315448413,2.430487933755665,6.190574363626347,4.757886508303572,7.488854617470501,5.8068933293576,8.129936751827254,94605
PAST SALE,April-7-2022,Townhouse,9485 Macarthur Blvd,Oakland,CA,94605,646000,3,3,TOLER HEIGHTS,1688,1216,2007,NA,383,162,Sold,NA,NA,https://www.redfin.com/CA/Oakland/9485-MacArthur-Blvd-94605/home/17186760,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40981054,N,Y,37.7518571,-122.1603355,1.9585915269268261,0,0.1698306471473739,Francophone Charter School Of Oakland,10.1,4,1,1,1,646000,C,C,yellow,0,0,1,0,0,2022-04-07,2022,2007,2022,15,2.4467384209600747,5.933049415386814,4.004150984912855,4.2246717700852265,6.993983103624642,3.4104933143636518,8.748959071604864,6.895496881236054,9.76372570690931,94605
PAST SALE,April-1-2022,Townhouse,5 Ambler Ln,Emeryville,CA,94608,600000,1,1,WEST OAKLAND,965,631,2005,NA,622,255,Sold,NA,NA,https://www.redfin.com/CA/Emeryville/5-Ambler-Ln-94608/home/17187129,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40981243,N,Y,37.8227483,-122.2884602,1.2470718898111164,0,0.4577063885384782,Yu Ming Charter,91.65,5,1,1,1,600000,D,D,red,0,0,0,1,1,2022-04-01,2022,2005,2022,17,1.654587719611935,1.5933806133951036,0.7669999944028073,4.563944862691979,2.0391356257832065,1.2819425773055495,0.7333013138701929,1.5850772071739168,3.5993613980877797,94608
PAST SALE,February-8-2021,Townhouse,9 Clarewood Ln,Oakland,CA,94618,1080000,3,2.5,ROCKRIDGE UPPER,1830,2277,1966,NA,590,689,Sold,NA,NA,https://www.redfin.com/CA/Oakland/9-Clarewood-Ln-94618/home/1745062,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40934081,N,Y,37.8394935,-122.2349387,0.9642405726917662,0,0.13052488442446566,Hillcrest,46.35,4,1,1,1,1080000,B,B,blue,0,1,0,0,0,2021-02-08,2021,1966,2021,55,1.0509806774100732,1.144302644514278,3.1328824230785153,1.4762363077592524,3.8215083978931257,3.855912351001471,2.7019225263661153,2.6511339870535857,2.4665198390624763,94618
PAST SALE,February-19-2021,Townhouse,1215 Wood St,Oakland,CA,94607,675000,2,2.5,ZEPHYR GATE,1054,NA,2009,NA,640,250,Sold,NA,NA,https://www.redfin.com/CA/Oakland/1215-Wood-St-94607/home/18908156,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40934948,N,Y,37.812228,-122.2989176,0.5470980334021864,0,0.9958104026506828,Yu Ming Charter,91.65,5,1,0,1,675000,D,D,red,0,0,0,1,1,2021-02-19,2021,2009,2021,12,2.085921994313578,2.4774606178014134,1.5209324788553795,5.419916089369188,1.7233595888720388,0.5586869996056126,1.6387537250961108,1.7907894862257352,4.50742372957888,94607
PAST SALE,May-28-2021,Townhouse,4638 Park Blvd,Oakland,CA,94602,865000,2,1.5,GLENVIEW UPPER,1276,NA,1979,NA,678,250,Sold,NA,NA,https://www.redfin.com/CA/Oakland/4638-Park-Blvd-94602/home/535942,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40942986,N,Y,37.8098054,-122.2170956,2.442929577649616,0,0.312723164737867,Glenview Elementary,7.3500000000000005,4,1,1,1,865000,B,B,blue,0,1,0,0,0,2021-05-28,2021,1979,2021,42,1.4829492628473082,1.3076820661232753,3.758736005722904,1.6895303584927306,3.391806108438311,3.5067217957218992,3.9633865499073355,2.5642765780986747,4.727482852406593,94602
